Order Date,Order Ref No,Customer Ref,Order Number,Product Key,Region Key,Order Quantity
02/12/2018,2018XX235180,131311,ON#2390,348,1,83
10/03/2018,2018XX229986,132526,ON#2376,348,1,75
14/12/2017,2017YY273316,127906,ON#2387,348,3,82
09/09/2017,2017XX218541,123166,ON#2432,348,1,81
25/10/2016,2016YY275521,131791,ON#2438,348,2,83
22/12/2016,2016XX216903,123076,ON#2413,348,4,75
13/08/2016,2016XX237770,130726,ON#2378,348,4,78
12/12/2016,2016XX215559,126181,ON#2350,348,4,84
26/12/2018,2018XX225268,129226,ON#2397,348,4,75
22/09/2017,2017YY257279,130576,ON#2391,348,2,89
08/08/2018,2018YY280764,130726,ON#2384,348,2,83
07/05/2015,2015XX213865,121666,ON#2375,348,1,80
02/11/2017,2017XX228131,126316,ON#2380,348,4,87
12/10/2017,2017XX254689,128041,ON#2445,348,1,85
21/09/2018,2018XX216539,127591,ON#2435,348,3,90
13/12/2018,2018XX265301,127846,ON#2448,348,4,79
28/08/2018,2018XX244259,124486,ON#2401,348,5,86
28/11/2018,2018XX221523,129766,ON#2409,348,5,77
18/12/2015,2015XX213046,125371,ON#2359,348,3,76
06/12/2017,2017XX257587,125911,ON#2399,348,5,75
12/12/2018,2018XX213011,129301,ON#2421,349,3,86
19/09/2018,2018XX229160,129466,ON#2367,349,2,81
14/03/2017,2017XX224155,130921,ON#2353,349,1,76
10/07/2015,2015XX245064,123556,ON#2355,349,5,76
04/10/2016,2016XX241417,124231,ON#2374,349,4,83
21/12/2016,2016XX267737,123976,ON#2386,349,1,90
21/04/2018,2018XX276704,126046,ON#2365,349,1,77
26/04/2018,2018YY228747,123406,ON#2376,349,2,84
26/12/2015,2015XX238659,128701,ON#2443,349,4,79
28/12/2018,2018XX243398,124726,ON#2407,349,5,79
29/07/2018,2018XX248298,123106,ON#2445,349,5,81
12/04/2017,2017XX257384,127246,ON#2423,349,4,87
03/10/2015,2015XX268934,127306,ON#2405,349,5,78
13/08/2015,2015XX242523,123676,ON#2406,349,3,88
13/12/2018,2018XX275381,128086,ON#2448,349,3,83
23/06/2015,2015XX255053,125296,ON#2449,349,5,83
30/12/2015,2015YY281002,128776,ON#2412,349,5,76
14/09/2017,2017XX267464,132271,ON#2408,349,5,79
06/12/2017,2017YY242824,125026,ON#2400,349,2,75
18/06/2016,2016YY228397,129826,ON#2448,349,5,81
18/06/2017,2017XX269648,122011,ON#2350,349,5,84
02/05/2018,2018XX245708,122131,ON#2432,349,1,82
08/10/2015,2015XX228978,130576,ON#2443,349,5,84
06/11/2018,2018XX254325,132481,ON#2408,349,5,90
30/04/2016,2016XX216084,124051,ON#2362,349,2,78
13/08/2015,2015XX236020,128836,ON#2431,349,3,88
24/06/2016,2016XX248018,129556,ON#2431,349,2,75
28/12/2018,2018XX234011,132046,ON#2382,349,2,83
06/10/2018,2018XX213949,128206,ON#2440,349,5,86
08/07/2016,2016XX268556,125896,ON#2386,349,2,86
18/08/2016,2016XX232345,132856,ON#2373,349,2,83
04/02/2017,2017YY227578,123421,ON#2382,349,4,79
25/12/2018,2018XX259568,129646,ON#2368,349,1,79
20/11/2016,2016XX261626,122971,ON#2447,349,5,80
24/02/2015,2015XX213858,126166,ON#2439,349,3,84
21/10/2015,2015XX237210,129331,ON#2406,349,4,87
04/02/2018,2018XX222951,123496,ON#2356,349,1,88
28/07/2016,2016XX214985,128581,ON#2398,349,3,90
14/12/2016,2016YY268080,127981,ON#2429,350,3,77
07/12/2017,2017YY237182,128086,ON#2438,350,5,76
13/11/2016,2016XX213494,128581,ON#2369,350,3,89
07/08/2016,2016XX219878,127336,ON#2449,350,1,79
23/12/2017,2017XX265924,132466,ON#2423,350,1,89
25/12/2017,2017XX235698,129451,ON#2432,350,5,77
11/12/2018,2018XX259659,128956,ON#2385,350,2,78
07/12/2016,2016XX243097,124486,ON#2394,350,2,88
03/08/2016,2016XX268535,130711,ON#2366,350,3,77
28/09/2018,2018XX273169,123991,ON#2424,350,2,88
02/12/2015,2015XX213886,127741,ON#2419,350,3,88
06/08/2018,2018XX211436,128056,ON#2384,350,5,80
27/04/2015,2015XX249649,127006,ON#2435,350,4,88
28/06/2016,2016XX246233,128881,ON#2380,350,5,85
05/09/2018,2018XX257580,125971,ON#2358,350,4,90
06/04/2018,2018XX272259,123646,ON#2400,350,4,83
05/10/2017,2017XX242418,121756,ON#2404,350,3,79
21/05/2016,2016XX253646,125131,ON#2428,350,3,79
04/12/2015,2015XX276977,131506,ON#2449,350,5,75
15/06/2018,2018YY244574,121891,ON#2424,350,3,87
17/02/2018,2018XX249502,121651,ON#2359,350,1,85
27/08/2015,2015XX227403,131581,ON#2440,350,3,84
17/07/2016,2016YY275038,127996,ON#2401,350,2,88
03/10/2017,2017XX237945,128026,ON#2376,350,5,85
29/07/2018,2018XX248662,128836,ON#2409,350,1,90
10/07/2015,2015XX227025,122821,ON#2386,351,4,81
06/12/2017,2017XX225702,127276,ON#2446,351,5,83
28/06/2015,2015YY228271,127921,ON#2426,351,5,87
08/08/2017,2017XX271153,122131,ON#2400,351,2,78
10/10/2015,2015XX237616,130636,ON#2354,351,3,77
10/11/2018,2018XX243643,123196,ON#2399,351,1,89
21/12/2018,2018XX257937,126136,ON#2358,351,2,83
11/12/2018,2018XX215853,125386,ON#2394,351,1,80
22/09/2018,2018YY220466,129991,ON#2418,351,5,79
07/10/2016,2016XX262004,123541,ON#2361,351,4,79
08/12/2018,2018XX263950,132616,ON#2381,351,4,79
09/12/2015,2015XX240577,132361,ON#2412,351,2,88
19/10/2016,2016XX220788,127741,ON#2431,351,5,78
06/08/2015,2015XX218352,124501,ON#2418,351,3,82
06/12/2017,2017YY242824,125026,ON#2350,351,1,81
29/09/2017,2017XX271125,125641,ON#2364,351,5,84
09/10/2017,2017XX266351,126691,ON#2429,351,1,82
05/04/2018,2018XX253387,124111,ON#2438,351,2,80
07/02/2015,2015XX242026,128341,ON#2438,351,1,86
20/11/2016,2016XX271384,130786,ON#2417,351,5,75
29/10/2018,2018XX251399,129931,ON#2387,351,5,84
30/04/2018,2018XX241123,128431,ON#2357,351,4,87
14/09/2017,2017YY267905,126136,ON#2396,351,2,89
05/10/2017,2017XX242418,121756,ON#2360,351,3,80
14/07/2016,2016XX248494,122086,ON#2387,351,4,86
28/12/2015,2015XX252526,121891,ON#2384,351,3,83
05/04/2018,2018YY231029,132571,ON#2403,351,1,79
29/04/2016,2016XX216574,123226,ON#2386,351,1,90
17/12/2016,2016XX256607,128716,ON#2420,351,1,90
17/08/2017,2017XX268374,127006,ON#2420,351,3,79
24/02/2017,2017XX224869,123526,ON#2383,351,5,76
23/03/2015,2015XX244567,131941,ON#2412,351,2,82
22/12/2016,2016YY270712,125206,ON#2405,351,1,86
27/12/2017,2017XX218128,125626,ON#2363,351,5,78
02/12/2017,2017XX241606,126976,ON#2401,351,4,88
21/04/2018,2018YY254983,130831,ON#2395,351,2,76
31/12/2015,2015YY245162,126286,ON#2430,351,5,88
29/08/2017,2017XX275787,130666,ON#2365,351,3,85
24/12/2016,2016XX255487,130351,ON#2369,351,1,81
28/12/2017,2017XX228796,123136,ON#2426,351,4,90
02/04/2015,2015XX215482,124171,ON#2390,352,3,83
26/08/2017,2017XX237371,131206,ON#2386,352,2,78
21/12/2018,2018XX229944,128191,ON#2442,352,2,76
20/06/2018,2018XX265000,121846,ON#2361,352,3,90
24/08/2017,2017XX276529,126511,ON#2423,352,5,83
02/04/2017,2017YY255032,127381,ON#2406,352,3,81
20/12/2017,2017YY221369,125056,ON#2450,352,2,86
05/05/2016,2016XX223665,129451,ON#2427,352,3,78
20/11/2018,2018XX236412,125971,ON#2445,352,2,87
16/03/2016,2016XX227305,127306,ON#2397,352,1,82
22/04/2018,2018XX280498,130801,ON#2370,352,3,75
28/05/2017,2017XX248417,122461,ON#2431,352,3,78
12/07/2016,2016YY235173,122716,ON#2431,352,5,78
10/12/2018,2018XX264125,122761,ON#2450,352,3,76
02/10/2018,2018XX242838,122626,ON#2359,352,1,86
10/12/2017,2017YY273057,123946,ON#2367,352,4,78
19/10/2016,2016XX220788,127741,ON#2415,352,2,88
19/08/2018,2018YY253786,128521,ON#2438,352,4,79
13/09/2017,2017XX255123,122236,ON#2421,352,2,88
11/12/2017,2017XX236377,131086,ON#2448,352,3,88
29/08/2018,2018YY242166,130846,ON#2389,352,1,81
18/08/2018,2018XX253555,121906,ON#2444,352,3,75
22/12/2017,2017XX257370,130831,ON#2387,352,5,87
13/12/2018,2018XX261157,128416,ON#2438,352,4,81
14/02/2018,2018YY278615,123196,ON#2382,352,2,77
12/04/2015,2015XX226003,125326,ON#2421,352,5,90
12/04/2018,2018YY252771,128401,ON#2375,352,5,86
27/08/2016,2016XX259393,122206,ON#2371,352,4,83
29/12/2015,2015XX213543,121966,ON#2390,352,3,81
13/09/2018,2018XX263523,124006,ON#2401,352,3,82
22/03/2017,2017YY250475,128071,ON#2397,352,5,80
22/08/2018,2018XX214691,127666,ON#2369,352,5,86
28/12/2015,2015XX264300,132091,ON#2430,352,5,81
30/05/2018,2018YY219528,129226,ON#2415,352,4,88
21/06/2015,2015XX241886,128701,ON#2356,352,2,78
23/09/2015,2015XX242131,126631,ON#2351,352,3,77
25/12/2018,2018XX214978,126421,ON#2404,352,4,78
24/10/2015,2015XX274863,132331,ON#2394,352,3,78
20/02/2018,2018YY238505,130486,ON#2395,352,3,83
06/12/2018,2018XX229426,121171,ON#2429,352,4,81
09/07/2018,2018YY219192,125416,ON#2441,352,2,86
03/06/2017,2017XX269368,124876,ON#2427,352,5,85
18/07/2017,2017XX222895,132166,ON#2437,353,4,79
18/07/2017,2017XX222895,132166,ON#2350,353,1,90
06/12/2015,2015XX277404,124261,ON#2408,353,4,84
23/02/2018,2018XX238645,121291,ON#2378,353,1,86
29/12/2016,2016XX221229,122506,ON#2385,353,3,76
09/08/2017,2017XX223322,126826,ON#2407,353,1,88
20/12/2016,2016XX211898,132061,ON#2424,353,4,84
28/12/2016,2016XX247409,132526,ON#2378,353,2,82
06/02/2016,2016XX266183,131851,ON#2443,353,3,78
18/12/2016,2016XX274303,125776,ON#2448,353,3,90
18/12/2017,2017XX261871,128476,ON#2374,353,2,75
12/07/2017,2017XX253618,131221,ON#2406,353,3,82
12/08/2018,2018XX238869,129511,ON#2449,353,1,88
31/12/2017,2018YY217043,124771,ON#2368,353,3,89
22/08/2018,2018XX215944,121816,ON#2394,353,3,79
13/06/2017,2017XX278629,126691,ON#2386,353,4,87
12/09/2016,2016YY268010,130291,ON#2371,353,2,79
22/04/2015,2015XX274436,127801,ON#2423,353,4,87
13/12/2016,2016XX222083,127381,ON#2397,353,3,89
23/12/2018,2018XX260912,123226,ON#2351,353,3,79
02/12/2017,2017XX253807,125266,ON#2361,353,3,87
03/03/2017,2017XX255858,129751,ON#2373,353,1,86
15/09/2017,2017XX247983,131761,ON#2374,353,1,78
06/12/2016,2016YY247472,123526,ON#2370,353,5,85
10/09/2017,2017XX230147,125521,ON#2352,353,2,78
11/06/2015,2015XX214523,125791,ON#2423,353,2,87
10/11/2016,2016XX235712,125491,ON#2419,353,4,88
28/09/2016,2016XX277432,122296,ON#2440,353,1,90
20/10/2016,2016XX260730,125356,ON#2358,353,1,88
23/10/2015,2015XX267373,121201,ON#2369,353,3,84
27/10/2016,2016XX242096,132631,ON#2447,354,4,82
17/04/2016,2016XX256565,123496,ON#2385,354,1,84
03/11/2018,2018XX237287,130846,ON#2407,354,1,79
19/12/2018,2018XX226815,124741,ON#2434,354,1,83
27/10/2016,2016XX236013,130651,ON#2446,354,1,89
28/09/2018,2018YY250678,128656,ON#2435,354,2,78
11/04/2017,2017YY224190,123121,ON#2352,354,5,86
22/11/2015,2015XX253800,132631,ON#2445,354,2,90
09/08/2017,2017XX267898,131341,ON#2384,354,4,86
09/06/2016,2016XX221152,121486,ON#2406,354,4,78
20/12/2018,2018YY248704,128041,ON#2420,354,1,86
16/12/2017,2017XX257846,132421,ON#2433,354,4,90
18/04/2018,2018XX252162,124516,ON#2418,354,1,86
08/12/2018,2018XX261101,125026,ON#2401,354,3,82
04/02/2017,2017XX236419,128026,ON#2399,354,4,79
16/12/2016,2016XX259043,129496,ON#2391,354,4,79
21/12/2017,2017YY239184,124306,ON#2390,354,4,81
04/08/2018,2018YY222237,131146,ON#2357,354,1,79
09/12/2017,2017XX242502,131731,ON#2357,354,5,87
28/02/2015,2015YY228376,124831,ON#2359,354,3,86
13/12/2017,2017YY219990,126766,ON#2419,354,4,81
19/06/2018,2018XX270677,132466,ON#2386,354,4,76
04/12/2017,2017XX220578,132976,ON#2426,354,3,81
28/03/2016,2016XX215342,125191,ON#2427,354,3,88
04/04/2017,2017XX231218,132271,ON#2383,354,5,77
13/12/2015,2015XX224533,128266,ON#2350,354,2,83
09/04/2016,2016XX218954,125446,ON#2356,354,2,86
12/10/2018,2018XX255697,123136,ON#2360,354,5,82
02/05/2018,2018XX245708,122131,ON#2394,354,5,78
28/12/2018,2018XX275073,128281,ON#2428,354,2,88
24/07/2017,2017XX251595,131011,ON#2426,354,1,83
13/07/2017,2017XX251154,123526,ON#2411,354,4,82
03/06/2018,2018XX259057,124681,ON#2382,354,1,75
02/09/2017,2017XX267191,132316,ON#2427,354,5,81
11/08/2018,2018XX280225,122386,ON#2450,354,5,80
20/12/2017,2017XX241991,129481,ON#2450,354,4,86
24/11/2018,2018XX236664,121186,ON#2353,354,4,81
14/10/2015,2015XX253982,130501,ON#2400,354,1,81
06/06/2017,2017XX216875,130576,ON#2437,354,4,75
21/11/2016,2016XX260310,131896,ON#2444,354,4,80
20/04/2017,2017XX229391,123721,ON#2382,354,4,77
14/04/2017,2017XX230336,124471,ON#2395,354,2,90
16/12/2016,2016XX248438,126751,ON#2398,355,4,79
03/12/2015,2015XX223371,124276,ON#2390,355,4,78
02/05/2015,2015YY268234,127831,ON#2445,355,3,87
03/10/2017,2017XX241620,127381,ON#2440,355,4,80
25/12/2017,2017XX239744,129616,ON#2420,355,5,79
02/06/2017,2017XX275997,126106,ON#2433,355,4,82
08/10/2015,2015XX211219,124486,ON#2407,355,3,86
13/12/2018,2018XX246128,125251,ON#2403,355,5,81
13/12/2018,2018XX275381,128086,ON#2438,355,4,75
30/12/2015,2015XX215951,131731,ON#2397,355,4,89
21/10/2017,2017XX211457,125806,ON#2385,355,3,82
28/06/2017,2017XX246016,123676,ON#2370,355,2,80
29/04/2017,2017XX278769,126361,ON#2438,355,3,89
04/12/2017,2017XX280106,122026,ON#2427,355,2,89
09/10/2018,2018XX264069,130876,ON#2414,355,2,90
28/08/2015,2015YY261339,121156,ON#2433,355,2,85
06/10/2017,2017XX262585,127096,ON#2440,355,5,78
15/11/2015,2015XX274961,126136,ON#2351,355,5,85
23/09/2018,2018YY243594,124351,ON#2394,355,5,86
29/10/2018,2018XX259351,129121,ON#2426,355,2,77
29/08/2018,2018YY226514,132901,ON#2381,355,5,90
03/10/2015,2015XX269494,121636,ON#2396,355,2,77
18/12/2018,2018XX269333,127441,ON#2403,355,4,76
13/08/2015,2015XX236020,128836,ON#2354,355,3,87
22/08/2018,2018XX214691,127666,ON#2439,355,1,78
05/12/2018,2018XX264440,123361,ON#2411,355,5,89
03/05/2017,2017XX234753,124531,ON#2363,355,5,81
28/05/2018,2018XX262494,126091,ON#2437,355,4,77
17/12/2015,2015XX230357,127261,ON#2447,355,2,87
02/10/2018,2018XX239254,130651,ON#2426,355,3,76
17/12/2018,2018XX271846,122491,ON#2380,355,2,84
13/02/2016,2016XX239821,123601,ON#2377,355,5,83
17/10/2018,2018XX255326,126466,ON#2424,356,5,84
09/10/2015,2015XX274506,127366,ON#2373,356,5,76
05/07/2016,2016XX276046,127951,ON#2397,356,5,83
11/10/2018,2018XX222118,130801,ON#2378,356,4,75
10/12/2016,2016XX238722,121201,ON#2360,356,3,77
21/12/2018,2018YY222209,127636,ON#2364,356,5,75
20/09/2015,2015YY275829,128881,ON#2449,356,1,81
03/12/2015,2015YY228957,128971,ON#2374,356,5,82
14/09/2018,2018YY215041,126481,ON#2414,356,4,79
21/07/2015,2015XX278076,131131,ON#2423,356,5,84
15/10/2015,2015XX270397,126886,ON#2442,356,1,88
08/06/2018,2018XX252946,130651,ON#2408,356,3,81
06/10/2017,2017XX247444,124126,ON#2371,356,1,81
15/12/2017,2017XX245904,127651,ON#2387,356,5,83
20/09/2018,2018XX212941,131686,ON#2416,356,5,88
03/09/2017,2017XX267478,122131,ON#2438,356,2,82
20/04/2015,2015XX215202,128716,ON#2369,356,3,79
28/04/2016,2016XX244749,126931,ON#2398,356,5,75
22/04/2016,2016XX231834,127186,ON#2382,356,5,77
17/12/2018,2018XX272791,130576,ON#2372,356,1,86
09/10/2018,2018YY235992,122131,ON#2432,356,4,81
22/09/2017,2017YY237665,131341,ON#2416,356,1,85
03/10/2018,2018XX222433,126706,ON#2390,356,1,75
10/09/2015,2015XX253114,125611,ON#2358,356,2,82
08/12/2017,2017XX227550,128956,ON#2416,356,5,85
13/09/2018,2018XX263523,124006,ON#2424,356,5,88
04/12/2016,2016YY256635,130351,ON#2404,356,5,83
31/08/2016,2016XX222230,131806,ON#2402,356,1,88
30/10/2018,2018XX234242,122641,ON#2447,356,1,89
08/12/2015,2015YY250853,132706,ON#2412,356,3,90
15/02/2018,2018XX224491,125881,ON#2354,356,1,77
13/11/2016,2016XX213494,128581,ON#2421,357,5,79
18/12/2018,2018YY227914,128251,ON#2374,357,5,88
28/10/2015,2015XX232100,132316,ON#2445,357,4,86
20/07/2017,2017XX216973,127366,ON#2409,357,5,78
22/05/2017,2017YY214859,131656,ON#2374,357,3,90
11/09/2016,2016XX241235,127231,ON#2357,357,4,83
17/12/2018,2018YY269109,123526,ON#2399,357,1,89
24/12/2017,2017XX226787,122296,ON#2397,357,2,82
26/11/2016,2016XX264104,132736,ON#2447,357,5,78
21/12/2017,2017XX211254,122086,ON#2449,357,2,79
07/12/2016,2016YY225954,126211,ON#2450,357,4,86
20/08/2017,2017XX274989,127141,ON#2371,357,3,79
19/03/2015,2015YY276802,132706,ON#2428,357,5,90
26/05/2018,2018XX236594,131716,ON#2362,357,5,85
06/02/2016,2016XX219801,122806,ON#2359,357,5,86
04/12/2018,2018XX229230,127981,ON#2372,357,2,81
22/10/2015,2015XX235726,131266,ON#2374,357,1,83
22/09/2018,2018YY213396,130186,ON#2445,357,2,89
17/03/2017,2017XX216994,126676,ON#2405,357,1,90
15/12/2018,2018XX235474,126826,ON#2384,357,2,80
28/09/2015,2015XX254549,133036,ON#2376,358,3,75
18/10/2016,2016YY261843,132631,ON#2354,358,3,82
30/08/2016,2016XX266547,126031,ON#2415,358,4,84
26/05/2017,2017YY261360,126961,ON#2397,358,1,78
23/05/2017,2017XX221082,132151,ON#2353,358,1,88
14/12/2017,2017XX254171,130741,ON#2402,358,2,75
02/10/2017,2017XX266694,124336,ON#2367,358,5,75
30/08/2017,2017XX223238,128086,ON#2396,358,2,86
17/07/2018,2018XX216427,132721,ON#2355,358,2,83
11/10/2016,2016YY258455,124876,ON#2444,358,1,90
09/05/2017,2017XX216182,125236,ON#2447,358,5,75
07/11/2018,2018YY248081,123931,ON#2367,358,3,87
06/06/2015,2015XX277670,130231,ON#2444,358,5,88
12/07/2018,2018XX245778,132511,ON#2401,358,3,78
28/12/2016,2016XX262802,130561,ON#2394,358,3,84
11/12/2017,2017XX236377,131086,ON#2410,358,2,80
09/05/2018,2018YY247934,129721,ON#2400,358,3,75
08/08/2018,2018YY280764,130726,ON#2417,358,1,81
19/09/2018,2018XX231022,132991,ON#2373,358,5,78
16/12/2017,2017YY227655,122341,ON#2350,358,5,86
15/10/2018,2018XX267450,129871,ON#2377,358,5,78
26/08/2016,2016XX265504,132991,ON#2441,358,2,75
04/03/2016,2016XX243846,127741,ON#2420,358,4,83
17/03/2016,2016XX232989,130696,ON#2373,358,4,89
08/10/2016,2016XX275297,121636,ON#2383,358,1,84
11/11/2015,2015YY216350,130546,ON#2376,358,2,89
08/12/2016,2016XX274394,121216,ON#2387,358,3,75
06/12/2017,2017XX257587,125911,ON#2377,358,3,89
12/11/2016,2016YY220179,131446,ON#2432,359,4,78
25/12/2016,2016XX280610,127036,ON#2351,359,2,90
27/07/2017,2017XX212003,126916,ON#2390,359,1,89
16/12/2017,2017XX253548,129076,ON#2427,359,1,86
22/10/2018,2018XX262641,130606,ON#2388,359,1,75
19/12/2018,2018XX251798,131026,ON#2421,359,2,78
09/10/2015,2015XX274506,127366,ON#2362,359,1,87
06/08/2015,2015YY271657,123961,ON#2409,359,2,86
28/12/2017,2017XX240899,125761,ON#2436,359,4,75
13/06/2018,2018YY269431,121531,ON#2423,359,1,89
16/06/2017,2017YY257783,131821,ON#2397,359,1,85
13/07/2018,2018XX219654,131281,ON#2448,359,1,80
18/05/2017,2017XX260324,122281,ON#2351,359,1,76
23/02/2017,2017XX249292,121906,ON#2447,359,2,77
24/11/2018,2018XX251126,127216,ON#2371,359,4,81
04/12/2018,2018XX232828,124036,ON#2445,359,5,84
22/12/2015,2015XX213487,124186,ON#2448,359,3,78
04/10/2018,2018XX273036,121411,ON#2448,359,5,90
24/10/2015,2015XX228117,131206,ON#2409,359,5,81
09/10/2015,2015XX240052,132181,ON#2440,359,3,77
29/09/2018,2018XX215237,128971,ON#2386,359,5,89
14/12/2017,2017XX212549,123871,ON#2385,359,1,89
24/12/2018,2018XX230959,123496,ON#2448,359,4,89
08/12/2015,2015XX270523,131836,ON#2400,359,4,78
21/08/2015,2015XX252939,123256,ON#2373,359,3,81
21/05/2018,2018XX262697,123916,ON#2370,359,4,90
07/02/2015,2015XX278412,128431,ON#2420,359,2,88
19/12/2017,2017XX249810,129886,ON#2426,359,2,83
28/06/2017,2017XX213004,122776,ON#2401,359,4,80
11/10/2016,2016XX250587,121456,ON#2351,359,1,86
28/09/2016,2016XX224253,123211,ON#2450,359,3,78
15/08/2015,2015XX221117,122086,ON#2358,359,4,83
13/11/2018,2018XX261304,129781,ON#2358,359,1,76
27/12/2015,2015XX252323,128311,ON#2443,359,5,90
06/09/2017,2017YY213445,128776,ON#2402,359,4,82
17/12/2018,2018XX271846,122491,ON#2387,359,2,89
27/09/2015,2015XX234473,125401,ON#2432,360,2,89
02/05/2017,2017XX277887,130471,ON#2380,360,2,79
22/07/2015,2015XX239359,124171,ON#2392,360,4,84
18/04/2015,2015XX229552,122626,ON#2405,360,3,83
03/10/2017,2017XX241620,127381,ON#2440,360,4,86
24/12/2016,2016XX222608,132856,ON#2367,360,1,75
27/04/2018,2018YY232464,125551,ON#2403,360,4,83
22/11/2015,2015XX253800,132631,ON#2423,360,3,85
09/08/2017,2017XX223322,126826,ON#2431,360,2,82
26/07/2017,2017XX230126,121351,ON#2398,360,5,78
21/12/2018,2018XX216693,124336,ON#2404,360,5,86
18/09/2015,2015XX222713,124621,ON#2446,360,3,83
17/12/2018,2018XX248235,131386,ON#2363,360,3,87
13/07/2017,2017XX275248,123841,ON#2433,360,5,75
25/05/2017,2017XX250146,126241,ON#2375,360,5,85
28/11/2018,2018XX221586,128671,ON#2392,360,5,89
04/12/2018,2018XX239912,129481,ON#2399,360,5,90
25/11/2015,2015XX224260,122026,ON#2430,360,5,88
03/11/2018,2018XX212521,125371,ON#2373,360,4,83
02/06/2016,2016XX273211,124231,ON#2352,360,2,78
12/11/2015,2015XX228047,124351,ON#2384,360,3,85
25/04/2017,2017XX225016,132916,ON#2421,360,5,80
08/12/2015,2015XX231491,128476,ON#2359,360,5,80
13/10/2016,2016XX213228,132121,ON#2364,360,2,90
03/06/2017,2017XX265273,123976,ON#2361,360,4,81
27/07/2018,2018XX260023,123991,ON#2400,360,1,80
15/12/2017,2017XX240339,130186,ON#2415,360,3,89
04/02/2015,2015XX215013,124111,ON#2382,360,5,83
24/11/2018,2018XX236664,121186,ON#2375,360,3,80
25/10/2018,2018YY243888,127396,ON#2395,360,4,90
07/05/2015,2015XX265021,125386,ON#2436,360,1,79
21/10/2015,2015XX237693,126076,ON#2350,360,1,84
22/05/2015,2015XX247549,124666,ON#2410,360,4,86
21/05/2018,2018YY277537,122566,ON#2389,360,5,90
13/05/2016,2016XX256628,130771,ON#2377,360,1,78
12/04/2017,2017XX229468,129826,ON#2405,361,4,79
06/12/2017,2017XX225702,127276,ON#2390,361,1,90
21/12/2016,2016YY231925,123241,ON#2395,361,4,79
28/09/2016,2016XX237658,131056,ON#2401,361,3,90
18/04/2015,2015XX229552,122626,ON#2446,361,5,78
11/12/2018,2018YY266638,121711,ON#2407,361,3,79
24/12/2015,2015YY268598,131206,ON#2401,361,4,77
10/09/2016,2016XX242551,129436,ON#2401,361,4,90
04/10/2016,2016XX241417,124231,ON#2431,361,2,76
11/04/2015,2015YY251329,127591,ON#2415,361,4,86
14/06/2018,2018XX211961,130906,ON#2382,361,4,78
26/06/2017,2017XX250482,127156,ON#2351,361,2,84
18/12/2015,2015XX251875,132316,ON#2371,361,4,83
30/11/2017,2017XX278503,126406,ON#2445,361,3,90
12/10/2016,2016XX276270,131836,ON#2375,361,3,86
21/07/2015,2015XX278076,131131,ON#2421,361,5,88
21/07/2015,2015XX278076,131131,ON#2424,361,3,88
28/09/2018,2018XX273169,123991,ON#2422,361,2,82
23/07/2015,2015XX266176,121756,ON#2384,361,4,80
04/12/2018,2018XX254339,123766,ON#2386,361,4,87
04/03/2018,2018XX237567,131491,ON#2425,361,4,75
21/12/2018,2018XX265336,131161,ON#2404,361,4,79
19/12/2015,2015XX245022,128641,ON#2365,361,3,88
05/12/2016,2016XX230721,132691,ON#2374,361,2,84
03/05/2016,2016YY270726,126901,ON#2353,361,2,83
07/12/2018,2018YY265161,125401,ON#2390,361,3,81
20/10/2018,2018XX254591,127321,ON#2353,361,1,89
18/08/2017,2017YY250300,124486,ON#2382,361,3,90
24/12/2018,2018YY273883,129361,ON#2413,361,5,81
26/05/2016,2016XX226633,128056,ON#2353,361,2,76
08/12/2015,2015XX258203,122206,ON#2404,361,3,76
11/12/2018,2018YY239660,128956,ON#2377,361,3,86
07/11/2017,2017YY268703,127906,ON#2384,361,1,76
28/10/2016,2016XX237189,126316,ON#2351,361,4,88
02/12/2018,2018XX213018,131086,ON#2350,361,1,83
18/12/2016,2016XX245330,130006,ON#2414,361,2,77
10/09/2017,2017XX230147,125521,ON#2403,361,1,88
19/05/2016,2016YY274646,129076,ON#2351,361,2,83
28/06/2018,2018XX263068,122221,ON#2383,361,5,81
14/05/2015,2015XX233549,127006,ON#2446,362,2,83
10/10/2018,2018YY229300,131731,ON#2369,362,4,77
25/12/2017,2017YY279833,130906,ON#2410,362,5,79
31/12/2015,2015XX222363,130741,ON#2430,362,5,82
20/10/2017,2017XX279567,130621,ON#2407,362,1,90
03/12/2018,2018XX220914,121471,ON#2388,362,2,83
08/10/2015,2015XX242215,132511,ON#2450,362,3,80
08/10/2015,2015XX242215,132511,ON#2375,362,4,83
22/12/2016,2016XX226724,129511,ON#2440,362,4,79
25/10/2016,2016XX264594,124366,ON#2375,362,1,82
29/10/2017,2017XX219829,126841,ON#2379,362,5,78
12/06/2018,2018XX245036,128191,ON#2445,362,4,79
27/11/2015,2015XX273491,121696,ON#2362,362,1,90
18/12/2018,2018XX232149,123421,ON#2411,362,4,78
30/12/2018,2018XX267933,126691,ON#2416,362,3,85
13/12/2015,2015YY270831,124081,ON#2447,362,1,78
25/10/2018,2018XX271538,122206,ON#2434,362,2,79
03/12/2015,2015XX259995,129961,ON#2417,362,1,77
10/11/2017,2017YY240122,131656,ON#2437,362,1,80
11/05/2018,2018XX246282,122866,ON#2400,362,5,88
10/12/2018,2018YY279133,126946,ON#2428,362,3,83
22/04/2015,2015XX274436,127801,ON#2443,362,2,88
30/06/2015,2015XX217085,126271,ON#2423,362,2,79
