Customer_Ref,Marital Status,Gender,Annual Income,Total Children,EducationLevel,Occupation,Age,Home Owner,,
customer22476,M,f,"£65,513",1,Graduate Degree,Skilled Manual,46,N,,
customer22477,S,f,"£53,574",3,Graduate Degree,Skilled Manual,27,Y,,
customer22478,S,m,"£68,013",0,Partial High School,Skilled Manual,42,Y,,
customer22479,M,f,"£73,158",1,Partial High School,Manual,37,N,,
customer22480,M,f,"£84,486",0,Partial High School,Manual,35,Y,,
customer22481,M,m,"£64,708",5,Partial High School,Professional,43,N,,
customer22482,M,m,"£74,169",3,High School,Skilled Manual,35,N,,
customer22483,S,f,"£68,159",1,Partial High School,Clerical,46,N,,
customer22484,S,f,"£88,256",1,Partial College,Clerical,40,N,,
customer22485,S,m,"£76,018",2,High School,Professional,44,Y,,
customer22486,S,m,"£46,579",3,Graduate Degree,Manual,43,N,,
customer22487,M,f,"£35,283",2,Graduate Degree,Professional,30,N,,
customer22488,M,f,"£38,771",2,Graduate Degree,Manual,31,Y,,
customer22489,S,f,"£75,391",4,Bachelors,Professional,25,Y,,
customer22490,S,f,"£34,542",4,Partial College,Professional,53,Y,,
customer22491,S,f,"£56,780",1,High School,Professional,41,Y,,
customer22492,M,m,"£44,916",4,Partial High School,Professional,38,Y,,
customer22493,M,f,"£52,881",2,High School,Skilled Manual,47,Y,,
customer22494,M,f,"£67,149",5,High School,Manual,30,Y,,
customer22495,S,f,"£86,837",4,Graduate Degree,Professional,30,Y,,
customer22496,M,m,"£70,907",0,Partial College,Clerical,47,Y,,
customer22497,S,m,"£71,475",5,Graduate Degree,Clerical,44,N,,
customer22498,M,m,"£69,065",2,High School,Skilled Manual,51,N,,
customer22499,S,m,"£38,523",4,Partial College,Clerical,28,Y,,
customer22500,S,m,"£86,799",5,Graduate Degree,Manual,25,N,,
customer22501,M,f,"£65,429",2,Partial College,Professional,46,N,,
customer22502,M,f,"£51,078",1,High School,Professional,24,Y,,
customer22503,S,m,"£51,750",4,High School,Management,52,N,,
customer22504,S,f,"£37,523",3,Graduate Degree,Management,22,N,,
customer22505,M,m,"£31,916",1,Graduate Degree,Manual,37,N,,
customer22506,M,m,"£65,664",5,High School,Professional,33,Y,,
customer22507,S,f,"£36,923",0,Partial High School,Clerical,29,N,,
customer22508,M,f,"£59,318",3,Bachelors,Management,50,Y,,
customer22509,S,f,"£74,713",2,Partial College,Management,35,Y,,
customer22510,S,m,"£64,242",0,Graduate Degree,Professional,51,Y,,
customer22511,M,m,"£39,046",5,High School,Skilled Manual,51,Y,,
customer22512,M,f,"£43,610",4,Bachelors,Management,32,N,,
customer22513,M,f,"£85,540",2,Partial High School,Professional,32,N,,
customer22514,M,f,"£80,740",5,Partial College,Clerical,32,N,,
customer22515,S,m,"£73,773",5,Partial College,Clerical,25,Y,,
customer22516,M,m,"£36,948",4,Graduate Degree,Professional,38,Y,,
customer22517,S,m,"£43,046",3,Graduate Degree,Professional,45,N,,
customer22518,S,m,"£77,400",2,High School,Manual,32,Y,,
customer22519,M,f,"£52,716",0,Partial High School,Management,43,Y,,
customer22520,M,f,"£56,158",2,High School,Clerical,39,N,,
customer22521,S,m,"£38,922",4,High School,Clerical,27,Y,,
customer22522,M,m,"£50,179",5,Partial High School,Professional,22,N,,
customer22523,S,f,"£85,950",1,Bachelors,Clerical,31,Y,,
customer22524,S,f,"£64,758",1,High School,Clerical,40,N,,
customer22525,M,f,"£84,152",5,Partial High School,Manual,25,Y,,
customer22526,M,f,"£75,277",3,Partial College,Professional,52,N,,
customer22527,M,m,"£65,948",1,Bachelors,Management,42,N,,
customer22528,S,m,"£81,571",1,High School,Manual,30,N,,
customer22529,S,m,"£68,551",4,High School,Skilled Manual,32,Y,,
customer22530,S,f,"£71,927",1,High School,Professional,49,N,,
customer22531,S,m,"£44,233",2,Bachelors,Skilled Manual,40,Y,,
customer22532,S,m,"£56,874",5,Bachelors,Manual,27,N,,
customer22533,S,f,"£47,714",4,High School,Skilled Manual,30,N,,
customer22534,M,f,"£73,973",4,Bachelors,Management,54,N,,
customer22535,S,f,"£30,144",1,High School,Manual,53,N,,
customer22536,M,f,"£31,795",2,Bachelors,Professional,39,Y,,
customer22537,S,f,"£39,299",4,Bachelors,Clerical,38,Y,,
customer22538,M,m,"£40,882",1,Partial College,Clerical,34,Y,,
customer22539,S,f,"£73,016",4,Partial College,Professional,55,Y,,
customer22540,S,m,"£71,388",0,Partial College,Skilled Manual,44,Y,,
customer22541,S,m,"£43,916",2,High School,Professional,45,Y,,
customer22542,M,m,"£66,684",1,Bachelors,Skilled Manual,48,N,,
customer22543,S,m,"£66,291",5,Graduate Degree,Manual,48,N,,
customer22544,M,m,"£31,979",4,Bachelors,Management,39,N,,
customer22545,M,m,"£75,997",1,High School,Professional,34,N,,
customer22546,M,f,"£43,672",1,High School,Clerical,39,N,,
customer22547,M,m,"£66,122",2,Bachelors,Management,43,Y,,
customer22548,S,m,"£66,597",0,Partial High School,Manual,46,Y,,
customer22549,S,f,"£82,932",4,Partial College,Clerical,23,Y,,
customer22550,S,m,"£48,398",0,Partial High School,Professional,30,Y,,
customer22551,M,m,"£49,441",4,Graduate Degree,Professional,37,N,,
customer22552,M,m,"£43,609",2,Graduate Degree,Manual,38,N,,
customer22553,M,m,"£33,831",3,Bachelors,Clerical,26,Y,,
customer22554,M,m,"£34,525",0,High School,Skilled Manual,29,Y,,
customer22555,M,f,"£60,865",3,Bachelors,Professional,28,N,,
customer22556,S,m,"£70,770",1,High School,Skilled Manual,43,Y,,
customer22557,M,f,"£38,081",2,Graduate Degree,Professional,50,Y,,
customer22558,M,m,"£41,396",3,Partial College,Manual,35,N,,
customer22559,S,m,"£32,906",2,Partial College,Clerical,40,N,,
customer22560,M,m,"£85,385",0,Partial High School,Professional,26,Y,,
customer22561,S,m,"£31,042",5,Partial College,Management,48,Y,,
customer22562,S,m,"£41,320",1,Partial High School,Clerical,42,Y,,
customer22563,S,f,"£88,525",1,Bachelors,Professional,27,Y,,
customer22564,S,f,"£33,920",2,Partial College,Management,55,Y,,
customer22565,S,m,"£31,784",5,High School,Clerical,40,Y,,
customer22566,M,m,"£36,667",3,High School,Management,41,Y,,
customer22567,S,m,"£41,660",4,Partial College,Management,51,Y,,
customer22568,S,m,"£50,334",1,Graduate Degree,Manual,26,Y,,
customer22569,M,f,"£55,703",2,Graduate Degree,Manual,27,N,,
customer22570,S,m,"£61,925",3,Bachelors,Clerical,28,Y,,
customer22571,S,f,"£47,548",2,Graduate Degree,Skilled Manual,29,Y,,
customer22572,S,f,"£36,344",0,Bachelors,Management,32,N,,
customer22573,M,m,"£39,894",4,Partial College,Management,42,N,,
customer22574,M,m,"£69,814",2,Partial High School,Professional,48,N,,
customer22575,S,m,"£69,251",4,Partial High School,Skilled Manual,54,N,,
customer22576,S,f,"£40,327",2,Graduate Degree,Skilled Manual,40,Y,,
customer22577,S,f,"£64,779",1,Bachelors,Skilled Manual,32,N,,
customer22578,S,m,"£64,455",5,Partial College,Professional,27,N,,
customer22579,S,m,"£54,917",0,Graduate Degree,Manual,39,N,,
customer22580,M,m,"£37,637",1,Partial High School,Professional,22,Y,,
customer22581,M,f,"£47,747",1,High School,Skilled Manual,37,N,,
customer22582,M,m,"£45,366",0,Partial College,Skilled Manual,55,N,,
customer22583,M,f,"£30,424",5,Graduate Degree,Manual,42,N,,
customer22584,S,m,"£34,234",5,Partial High School,Skilled Manual,49,Y,,
customer22585,S,f,"£77,390",5,Partial High School,Management,24,N,,
customer22586,M,m,"£36,459",5,Graduate Degree,Management,51,Y,,
customer22587,M,m,"£66,334",4,Partial High School,Clerical,28,N,,
customer22588,M,f,"£84,701",3,Partial High School,Manual,52,Y,,
customer22589,M,f,"£89,911",1,Partial High School,Skilled Manual,43,Y,,
customer22590,M,f,"£77,632",5,High School,Skilled Manual,30,Y,,
customer22591,M,m,"£38,964",0,Partial College,Professional,31,Y,,
customer22592,S,m,"£81,346",2,High School,Professional,46,N,,
customer22593,M,f,"£84,513",2,Partial College,Clerical,41,Y,,
customer22594,S,f,"£34,940",3,Bachelors,Skilled Manual,45,N,,
customer22595,M,m,"£38,995",3,Partial College,Clerical,52,Y,,
customer22596,M,m,"£88,522",1,Bachelors,Management,41,N,,
customer22597,S,f,"£66,396",5,Bachelors,Manual,51,N,,
customer22598,M,m,"£75,643",3,Partial College,Clerical,33,N,,
customer22599,S,m,"£41,260",1,Partial College,Skilled Manual,24,N,,
customer22600,M,m,"£40,164",3,Bachelors,Clerical,47,N,,
customer22601,S,f,"£34,611",5,Graduate Degree,Skilled Manual,23,Y,,
customer22602,M,f,"£68,933",1,Partial High School,Clerical,49,N,,
customer22603,M,m,"£47,005",1,Graduate Degree,Skilled Manual,44,Y,,
customer22604,M,m,"£41,035",4,Partial High School,Clerical,42,N,,
customer22605,S,m,"£78,838",1,Bachelors,Management,42,N,,
customer22606,S,m,"£47,851",4,Partial High School,Professional,48,N,,
customer22607,M,f,"£72,750",0,Partial High School,Clerical,54,N,,
customer22608,S,f,"£81,758",5,Partial High School,Management,36,N,,
customer22609,M,m,"£48,941",2,Bachelors,Clerical,39,N,,
customer22610,S,f,"£45,189",1,High School,Clerical,35,N,,
customer22611,S,f,"£39,384",4,High School,Manual,51,Y,,
customer22612,M,m,"£78,251",4,Partial College,Management,30,Y,,
customer22613,S,m,"£88,039",2,Partial High School,Manual,49,Y,,
customer22614,S,m,"£61,129",5,Graduate Degree,Manual,29,Y,,
customer22615,S,f,"£75,783",1,High School,Skilled Manual,55,N,,
customer22616,M,f,"£36,122",0,Partial College,Management,27,Y,,
customer22617,S,f,"£43,248",4,Graduate Degree,Skilled Manual,41,N,,
customer22618,S,f,"£49,690",4,Partial High School,Professional,54,N,,
customer22619,S,f,"£45,863",2,Partial College,Clerical,34,Y,,
customer22620,M,f,"£73,731",0,High School,Management,32,Y,,
customer22621,M,m,"£33,994",2,Bachelors,Manual,22,Y,,
customer22622,S,m,"£88,391",1,Bachelors,Manual,35,N,,
customer22623,M,f,"£52,063",4,Partial High School,Professional,23,N,,
customer22624,M,m,"£60,650",4,Partial High School,Skilled Manual,53,N,,
customer22625,S,m,"£57,628",4,High School,Skilled Manual,50,Y,,
customer22626,M,f,"£66,720",5,Bachelors,Management,38,Y,,
customer22627,S,f,"£57,163",4,Graduate Degree,Management,42,N,,
customer22628,M,f,"£45,480",1,Partial High School,Professional,41,Y,,
customer22629,M,m,"£54,364",3,High School,Skilled Manual,34,N,,
customer22630,M,m,"£64,872",3,High School,Clerical,25,Y,,
customer22631,M,f,"£51,698",5,High School,Skilled Manual,40,Y,,
customer22632,S,f,"£35,819",2,Partial High School,Manual,47,N,,
customer22633,S,m,"£45,731",5,Bachelors,Manual,40,N,,
customer22634,S,m,"£40,763",0,Bachelors,Clerical,39,N,,
customer22635,M,f,"£44,837",2,Partial High School,Management,48,N,,
customer22636,S,f,"£50,589",0,Graduate Degree,Manual,33,N,,
customer22637,S,f,"£66,825",3,Bachelors,Clerical,24,N,,
customer22638,M,m,"£84,257",5,Partial College,Management,37,Y,,
customer22639,S,f,"£46,238",4,Bachelors,Management,33,N,,
customer22640,S,m,"£84,847",2,Bachelors,Management,35,N,,
customer22641,S,f,"£74,135",2,Partial High School,Management,36,N,,
customer22642,S,f,"£51,972",4,Bachelors,Manual,49,N,,
customer22643,S,f,"£43,436",2,Partial College,Management,53,N,,
customer22644,S,m,"£76,950",3,Bachelors,Clerical,34,Y,,
customer22645,M,m,"£44,346",0,Partial College,Clerical,42,N,,
customer22646,M,f,"£80,182",5,Partial College,Clerical,48,Y,,
customer22647,M,m,"£62,894",3,Graduate Degree,Professional,24,N,,
customer22648,M,f,"£40,269",3,High School,Manual,38,N,,
customer22649,M,f,"£30,355",0,Graduate Degree,Clerical,51,Y,,
customer22650,M,f,"£67,306",0,Bachelors,Management,27,N,,
customer22651,S,m,"£67,561",2,Partial High School,Clerical,22,N,,
customer22652,S,m,"£63,719",0,Graduate Degree,Manual,32,N,,
customer22653,S,m,"£58,935",2,Graduate Degree,Manual,35,Y,,
customer22654,M,m,"£46,270",4,Bachelors,Management,41,Y,,
customer22655,S,f,"£43,011",0,High School,Clerical,45,N,,
customer22656,M,m,"£42,445",1,Graduate Degree,Manual,48,N,,
customer22657,M,f,"£85,199",2,High School,Skilled Manual,25,Y,,
customer22658,M,m,"£54,840",5,High School,Skilled Manual,44,N,,
customer22659,S,f,"£73,066",2,Graduate Degree,Management,31,Y,,
customer22660,M,m,"£88,851",0,Partial High School,Clerical,43,N,,
customer22661,S,f,"£85,052",3,High School,Management,29,Y,,
customer22662,M,f,"£46,460",2,High School,Professional,51,N,,
customer22663,S,f,"£51,600",2,Graduate Degree,Skilled Manual,35,N,,
customer22664,S,m,"£39,552",4,Graduate Degree,Management,31,N,,
customer22665,M,f,"£50,307",0,Bachelors,Skilled Manual,47,N,,
customer22666,S,m,"£64,124",0,Partial College,Clerical,22,Y,,
customer22667,S,f,"£50,506",3,High School,Clerical,43,Y,,
customer22668,M,m,"£34,016",3,Partial College,Skilled Manual,44,N,,
customer22669,M,f,"£38,502",3,Partial College,Clerical,34,Y,,
customer22670,S,m,"£72,736",5,High School,Management,28,Y,,
customer22671,S,f,"£70,439",0,Partial College,Management,22,N,,
customer22672,M,m,"£46,934",3,Bachelors,Clerical,28,N,,
customer22673,M,m,"£72,983",0,Graduate Degree,Management,33,N,,
customer22674,S,f,"£77,060",4,Partial High School,Manual,52,N,,
customer22675,M,f,"£55,233",3,Partial College,Manual,39,Y,,
customer22676,M,f,"£43,203",4,High School,Manual,29,Y,,
customer22677,M,m,"£75,142",3,Bachelors,Management,44,Y,,
customer22678,S,m,"£65,203",3,Partial High School,Skilled Manual,41,Y,,
customer22679,S,m,"£57,848",3,Bachelors,Manual,25,Y,,
customer22680,M,m,"£59,695",5,Graduate Degree,Clerical,49,N,,
customer22681,S,f,"£82,511",5,High School,Manual,28,N,,
customer22682,S,f,"£74,666",4,Partial High School,Clerical,35,N,,
customer22683,S,f,"£64,114",0,Partial College,Clerical,49,N,,
customer22684,M,f,"£61,859",5,Graduate Degree,Manual,24,N,,
customer22685,S,f,"£42,588",2,Bachelors,Clerical,38,Y,,
customer22686,S,f,"£78,682",5,Graduate Degree,Skilled Manual,27,N,,
customer22687,M,f,"£32,079",3,Partial High School,Clerical,43,Y,,
customer22688,S,f,"£87,201",3,Partial College,Clerical,47,Y,,
customer22689,S,f,"£52,917",5,Partial High School,Management,27,Y,,
customer22690,S,m,"£85,632",3,Bachelors,Skilled Manual,37,N,,
customer22691,M,m,"£74,315",0,Partial College,Skilled Manual,40,N,,
customer22692,S,m,"£77,298",4,Graduate Degree,Manual,47,Y,,
customer22693,M,m,"£52,692",2,Bachelors,Management,47,Y,,
customer22694,S,f,"£65,120",5,Graduate Degree,Skilled Manual,48,Y,,
customer22695,M,f,"£66,026",2,High School,Manual,32,N,,
customer22696,M,f,"£40,336",3,Partial College,Management,28,N,,
customer22697,M,f,"£42,408",0,Graduate Degree,Skilled Manual,39,Y,,
customer22698,S,m,"£76,633",0,Graduate Degree,Skilled Manual,29,N,,
customer22699,M,f,"£64,066",5,Bachelors,Professional,25,Y,,
customer22700,M,m,"£51,668",2,Bachelors,Manual,37,Y,,
customer22701,M,f,"£84,727",4,High School,Professional,41,Y,,
customer22702,S,f,"£61,289",1,Partial High School,Professional,28,Y,,
customer22703,M,f,"£41,801",5,Graduate Degree,Skilled Manual,35,N,,
customer22704,M,f,"£88,245",2,Graduate Degree,Management,48,N,,
customer22705,M,m,"£31,663",0,Bachelors,Skilled Manual,42,Y,,
customer22706,M,m,"£36,485",4,Bachelors,Clerical,44,Y,,
customer22707,S,m,"£77,429",4,High School,Skilled Manual,24,Y,,
customer22708,M,m,"£37,730",4,Bachelors,Skilled Manual,28,N,,
customer22709,S,m,"£39,953",1,Partial High School,Professional,53,Y,,
customer22710,M,m,"£73,420",0,Graduate Degree,Manual,35,Y,,
customer22711,S,m,"£64,312",4,Bachelors,Skilled Manual,35,Y,,
customer22712,S,m,"£65,260",1,Partial College,Management,32,Y,,
customer22713,S,f,"£43,276",1,High School,Management,43,N,,
customer22714,S,m,"£73,578",3,High School,Clerical,43,Y,,
customer22715,M,m,"£61,616",4,Graduate Degree,Clerical,47,Y,,
customer22716,S,m,"£85,866",1,Bachelors,Professional,34,N,,
customer22717,S,m,"£71,091",5,High School,Manual,47,Y,,
customer22718,M,m,"£36,772",5,High School,Clerical,27,Y,,
customer22719,S,m,"£50,186",4,High School,Skilled Manual,43,Y,,
customer22720,M,m,"£65,913",1,Bachelors,Skilled Manual,43,Y,,
customer22721,S,f,"£67,525",3,Partial College,Skilled Manual,36,Y,,
customer22722,S,m,"£62,007",1,Bachelors,Skilled Manual,29,N,,
customer22723,S,f,"£67,542",3,High School,Management,32,Y,,
customer22724,S,m,"£58,109",5,Bachelors,Clerical,38,Y,,
customer22725,M,f,"£52,158",2,Partial College,Professional,29,Y,,
customer22726,M,m,"£35,263",3,Partial High School,Management,43,N,,
customer22727,M,m,"£57,496",0,Graduate Degree,Clerical,33,N,,
customer22728,M,m,"£39,985",0,Partial College,Skilled Manual,25,Y,,
customer22729,S,f,"£84,121",4,Partial College,Management,37,Y,,
customer22730,M,f,"£67,861",5,High School,Manual,43,Y,,
customer22731,M,f,"£64,092",2,Graduate Degree,Skilled Manual,50,N,,
customer22732,S,m,"£30,121",4,High School,Professional,24,Y,,
customer22733,S,m,"£42,560",2,Bachelors,Skilled Manual,34,Y,,
customer22734,S,m,"£81,669",0,High School,Management,28,N,,
customer22735,S,f,"£69,315",4,Bachelors,Clerical,34,Y,,
customer22736,M,f,"£85,938",1,Graduate Degree,Management,26,Y,,
customer22737,S,f,"£46,294",1,High School,Manual,54,N,,
customer22738,M,f,"£50,385",4,Partial College,Professional,52,N,,
customer22739,M,f,"£46,508",1,Graduate Degree,Professional,35,Y,,
customer22740,S,f,"£30,913",5,Bachelors,Management,32,N,,
customer22741,M,m,"£84,307",5,Bachelors,Skilled Manual,31,N,,
customer22742,S,m,"£51,235",3,Bachelors,Clerical,43,Y,,
customer22743,M,m,"£39,311",0,Graduate Degree,Manual,41,N,,
customer22744,M,m,"£87,006",2,Partial High School,Professional,24,Y,,
customer22745,S,m,"£40,110",5,Partial High School,Management,40,N,,
customer22746,S,m,"£69,551",1,Graduate Degree,Management,33,Y,,
customer22747,M,m,"£38,090",5,Partial College,Management,42,Y,,
customer22748,M,m,"£82,425",1,Graduate Degree,Manual,47,N,,
customer22749,S,m,"£39,652",4,Partial College,Skilled Manual,55,Y,,
customer22750,M,f,"£62,454",4,High School,Professional,23,Y,,
customer22751,M,m,"£82,342",5,Graduate Degree,Skilled Manual,51,N,,
customer22752,M,m,"£79,917",2,Bachelors,Professional,46,Y,,
customer22753,S,f,"£67,954",2,Bachelors,Manual,34,Y,,
customer22754,S,f,"£63,947",3,Partial High School,Skilled Manual,26,N,,
customer22755,S,m,"£42,106",3,Graduate Degree,Skilled Manual,51,N,,
customer22756,S,f,"£87,705",4,Graduate Degree,Clerical,32,N,,
customer22757,M,f,"£44,368",1,Graduate Degree,Manual,39,N,,
customer22758,S,m,"£46,982",2,Partial College,Professional,44,Y,,
customer22759,M,m,"£84,887",3,Bachelors,Clerical,42,Y,,
customer22760,M,m,"£32,878",4,High School,Skilled Manual,36,N,,
customer22761,M,m,"£39,451",3,High School,Skilled Manual,26,Y,,
customer22762,M,m,"£61,086",1,High School,Clerical,49,N,,
customer22763,M,f,"£75,124",0,Partial College,Clerical,52,N,,
customer22764,M,m,"£64,211",5,Bachelors,Management,36,Y,,
customer22765,S,f,"£40,526",1,Partial College,Manual,41,N,,
customer22766,S,m,"£46,617",0,Partial College,Skilled Manual,25,Y,,
customer22767,M,m,"£60,090",4,High School,Skilled Manual,40,N,,
customer22768,M,m,"£78,230",0,High School,Skilled Manual,35,N,,
customer22769,S,f,"£72,586",3,Bachelors,Manual,38,Y,,
customer22770,S,f,"£78,832",1,Bachelors,Manual,36,Y,,
customer22771,M,f,"£70,286",0,Graduate Degree,Skilled Manual,53,N,,
customer22772,S,f,"£66,764",5,Graduate Degree,Manual,24,N,,
customer22773,M,f,"£30,672",4,Graduate Degree,Manual,38,Y,,
customer22774,S,m,"£80,971",1,Partial High School,Management,54,Y,,
customer22775,M,f,"£46,648",2,High School,Manual,29,Y,,
customer22776,M,m,"£51,593",3,Bachelors,Professional,26,Y,,
customer22777,S,f,"£60,121",2,Graduate Degree,Manual,27,Y,,
customer22778,M,m,"£84,687",0,Bachelors,Clerical,46,N,,
customer22779,S,f,"£62,627",1,Partial College,Skilled Manual,55,N,,
customer22780,S,m,"£57,497",4,Graduate Degree,Skilled Manual,44,Y,,
customer22781,M,m,"£51,141",3,Partial College,Manual,29,N,,
customer22782,S,m,"£57,576",3,Partial High School,Professional,43,N,,
customer22783,M,f,"£40,067",0,Partial College,Management,51,Y,,
customer22784,M,m,"£88,859",2,Partial College,Skilled Manual,55,N,,
customer22785,S,m,"£69,711",3,High School,Management,44,Y,,
customer22786,M,m,"£47,701",1,Graduate Degree,Manual,43,Y,,
customer22787,S,f,"£80,814",0,Partial High School,Skilled Manual,53,Y,,
customer22788,S,f,"£40,465",0,Partial High School,Management,26,Y,,
customer22789,M,f,"£57,418",1,High School,Manual,23,Y,,
customer22790,M,f,"£63,307",5,Graduate Degree,Professional,28,Y,,
customer22791,S,f,"£54,693",4,Partial College,Skilled Manual,41,N,,
customer22792,S,m,"£35,502",1,Graduate Degree,Management,37,Y,,
customer22793,M,m,"£57,282",0,High School,Professional,29,Y,,
customer22794,M,m,"£41,065",5,Graduate Degree,Manual,48,N,,
customer22795,S,f,"£56,409",1,High School,Manual,25,N,,
customer22796,M,m,"£62,176",0,Partial College,Skilled Manual,46,Y,,
customer22797,M,m,"£48,076",3,High School,Clerical,44,Y,,
customer22798,M,f,"£54,937",3,Partial High School,Management,29,Y,,
customer22799,S,m,"£54,503",2,High School,Management,44,Y,,
customer22800,S,m,"£77,291",5,Partial College,Professional,50,Y,,
customer22801,M,f,"£42,776",5,Bachelors,Manual,55,Y,,
customer22802,S,m,"£33,459",3,Bachelors,Skilled Manual,35,Y,,
customer22803,S,f,"£40,702",5,Partial High School,Professional,36,N,,
customer22804,S,m,"£73,561",1,Partial College,Skilled Manual,24,Y,,
customer22805,M,f,"£52,774",1,Partial College,Skilled Manual,52,Y,,
customer22806,S,m,"£33,847",3,Graduate Degree,Skilled Manual,36,Y,,
customer22807,M,m,"£35,372",1,High School,Clerical,37,N,,
customer22808,S,f,"£56,138",0,High School,Management,38,Y,,
customer22809,S,m,"£85,200",4,Partial College,Professional,36,N,,
customer22810,S,f,"£83,902",0,High School,Management,48,N,,
customer22811,M,f,"£82,857",0,Graduate Degree,Skilled Manual,33,N,,
customer22812,S,m,"£41,271",1,High School,Manual,51,N,,
customer22813,M,m,"£88,738",5,High School,Management,50,Y,,
customer22814,M,m,"£69,203",1,Partial College,Skilled Manual,37,Y,,
customer22815,M,m,"£68,221",4,Partial High School,Skilled Manual,28,N,,
customer22816,M,f,"£41,980",1,Bachelors,Manual,54,Y,,
customer22817,M,f,"£45,855",0,Graduate Degree,Management,45,Y,,
customer22818,S,m,"£68,984",4,Partial College,Professional,27,N,,
customer22819,M,m,"£30,356",3,Partial High School,Management,34,N,,
customer22820,M,f,"£66,698",5,Graduate Degree,Manual,55,N,,
customer22821,S,f,"£83,636",0,Partial High School,Skilled Manual,47,Y,,
customer22822,M,m,"£89,463",2,Bachelors,Manual,36,Y,,
customer22823,M,m,"£66,763",3,Partial College,Manual,46,N,,
customer22824,S,f,"£55,593",0,Bachelors,Manual,31,Y,,
customer22825,S,f,"£68,765",1,Graduate Degree,Manual,46,N,,
customer22826,S,m,"£36,144",2,Graduate Degree,Clerical,34,N,,
customer22827,S,f,"£83,277",0,Partial High School,Professional,54,Y,,
customer22828,S,m,"£42,887",0,Graduate Degree,Professional,26,N,,
customer22829,S,f,"£46,633",4,Bachelors,Management,54,N,,
customer22830,M,f,"£72,708",3,High School,Clerical,24,Y,,
customer22831,M,m,"£57,931",1,High School,Skilled Manual,33,N,,
customer22832,S,f,"£77,312",4,Graduate Degree,Professional,36,Y,,
customer22833,M,m,"£59,442",5,Graduate Degree,Manual,46,N,,
customer22834,M,f,"£60,339",1,Partial High School,Clerical,36,Y,,
customer22835,M,m,"£59,267",0,Partial College,Professional,44,Y,,
customer22836,M,f,"£83,091",2,High School,Clerical,54,N,,
customer22837,M,f,"£64,779",1,High School,Professional,23,Y,,
customer22838,M,m,"£48,101",1,High School,Clerical,47,Y,,
customer22839,M,f,"£70,042",3,Graduate Degree,Skilled Manual,41,N,,
customer22840,S,m,"£30,614",1,Graduate Degree,Manual,42,Y,,
customer22841,M,f,"£64,952",3,High School,Manual,45,Y,,
customer22842,S,f,"£34,321",3,Partial College,Manual,33,N,,
customer22843,M,m,"£73,960",5,Graduate Degree,Skilled Manual,55,N,,
customer22844,M,m,"£86,522",0,High School,Clerical,46,Y,,
customer22845,M,f,"£77,342",1,Partial High School,Management,35,Y,,
customer22846,M,m,"£69,022",2,Partial College,Clerical,34,Y,,
customer22847,S,f,"£61,508",1,Bachelors,Manual,39,N,,
customer22848,S,f,"£63,135",0,Graduate Degree,Manual,32,N,,
customer22849,M,f,"£37,316",4,Partial College,Skilled Manual,49,N,,
customer22850,S,m,"£39,531",2,Bachelors,Management,28,Y,,
customer22851,S,m,"£75,194",5,Bachelors,Management,29,N,,
customer22852,S,m,"£51,383",3,High School,Management,23,Y,,
customer22853,M,m,"£44,656",4,Bachelors,Manual,34,N,,
customer22854,M,f,"£66,473",2,Bachelors,Skilled Manual,29,Y,,
customer22855,S,f,"£55,016",4,Partial High School,Skilled Manual,45,Y,,
customer22856,S,f,"£60,700",1,Partial High School,Skilled Manual,22,N,,
customer22857,S,m,"£86,635",5,High School,Clerical,27,N,,
customer22858,S,m,"£55,668",0,High School,Professional,47,Y,,
customer22859,S,m,"£47,627",2,Bachelors,Manual,40,N,,
customer22860,M,m,"£53,310",4,Partial College,Management,33,Y,,
customer22861,M,m,"£71,608",4,Partial College,Manual,36,N,,
customer22862,M,f,"£87,129",3,Graduate Degree,Clerical,36,N,,
customer22863,S,m,"£42,569",3,High School,Skilled Manual,43,Y,,
customer22864,M,f,"£53,606",5,High School,Manual,51,N,,
customer22865,S,f,"£43,460",5,High School,Management,55,Y,,
customer22866,M,m,"£85,530",4,Partial High School,Professional,26,N,,
customer22867,S,m,"£48,779",1,Partial High School,Manual,25,N,,
customer22868,S,f,"£31,723",3,High School,Professional,50,Y,,
customer22869,M,m,"£87,628",2,High School,Clerical,43,N,,
customer22870,M,m,"£85,224",4,Partial College,Professional,25,Y,,
customer22871,M,m,"£39,028",4,High School,Manual,43,N,,
customer22872,M,f,"£40,715",4,Partial College,Manual,39,N,,
customer22873,S,f,"£65,162",2,Graduate Degree,Professional,29,N,,
customer22874,M,m,"£65,445",1,Bachelors,Clerical,50,N,,
customer22875,M,m,"£82,548",1,High School,Clerical,47,Y,,
customer22876,M,m,"£43,239",3,Graduate Degree,Skilled Manual,44,Y,,
customer22877,S,m,"£48,108",1,Partial College,Manual,24,Y,,
customer22878,M,f,"£62,188",2,Partial High School,Professional,27,Y,,
customer22879,S,m,"£30,712",1,Bachelors,Manual,35,N,,
customer22880,M,m,"£84,113",1,Partial College,Clerical,39,Y,,
customer22881,M,m,"£89,048",3,Partial High School,Management,40,Y,,
customer22882,S,f,"£78,878",1,Graduate Degree,Manual,46,N,,
customer22883,S,m,"£33,606",2,Partial High School,Skilled Manual,36,N,,
customer22884,M,m,"£33,703",1,Bachelors,Clerical,32,Y,,
customer22885,M,f,"£31,409",3,High School,Professional,51,Y,,
